
timestamp(ms),ax(g),ay(g),az(g),gx(dps),gy(dps),gz(dps),roll(deg),pitch(deg)
240949,10.350,-0.210,13.166,-0.086,0.044,0.060,-0.91,-38.17
241199,10.354,-0.206,13.160,-0.100,0.000,0.064,-0.90,-38.19
241449,10.310,-0.194,13.164,-0.092,0.032,0.060,-0.84,-38.06
241699,10.312,-0.220,13.168,-0.094,0.030,0.062,-0.96,-38.06
241949,10.344,-0.176,13.162,-0.088,0.044,0.062,-0.77,-38.16
242199,10.342,-0.208,13.166,-0.090,0.056,0.052,-0.91,-38.15
242449,10.338,-0.170,13.190,-0.096,0.024,0.060,-0.74,-38.09
242699,10.330,-0.184,13.154,-0.092,0.046,0.060,-0.80,-38.14
242949,10.344,-0.160,13.148,-0.092,0.038,0.056,-0.70,-38.19
243199,10.328,-0.160,13.156,-0.094,0.018,0.062,-0.70,-38.13
243449,10.330,-0.188,13.166,-0.090,0.024,0.058,-0.82,-38.11
243699,10.324,-0.166,13.160,-0.088,0.046,0.056,-0.72,-38.11
243949,10.330,-0.186,13.150,-0.084,0.042,0.056,-0.81,-38.15
244199,10.328,-0.182,13.160,-0.084,0.046,0.062,-0.79,-38.12
244449,10.322,-0.186,13.164,-0.090,0.026,0.064,-0.81,-38.10
244699,10.326,-0.196,13.148,-0.084,0.042,0.058,-0.85,-38.14
244949,10.326,-0.202,13.156,-0.098,0.022,0.064,-0.88,-38.12
245199,10.310,-0.186,13.154,-0.080,0.066,0.058,-0.81,-38.09
245449,10.348,-0.178,13.160,-0.124,-0.086,0.056,-0.77,-38.18
245699,10.234,-0.148,13.092,-0.086,0.096,0.068,-0.65,-38.01
245949,10.322,-0.220,13.162,-0.176,-0.210,0.048,-0.96,-38.10
246199,10.286,-0.190,13.182,-0.082,0.072,0.064,-0.83,-37.96
246449,10.344,-0.192,13.168,-0.092,0.040,0.064,-0.84,-38.15
246699,10.352,-0.200,13.142,-0.092,0.040,0.066,-0.87,-38.22
246949,10.348,-0.178,13.138,-0.098,0.032,0.064,-0.78,-38.22
247199,10.326,-0.190,13.140,-0.086,0.046,0.064,-0.83,-38.16
247449,10.332,-0.190,13.158,-0.090,0.044,0.060,-0.83,-38.14
247699,10.348,-0.196,13.150,-0.090,0.050,0.060,-0.85,-38.20
247949,10.298,-0.178,13.102,-0.048,0.188,0.046,-0.78,-38.16
248199,10.288,-0.160,13.146,-0.100,0.008,0.070,-0.70,-38.04
248449,10.262,-0.198,13.114,-0.068,0.116,0.062,-0.87,-38.04
248699,10.388,-0.188,13.146,-0.082,0.074,0.062,-0.82,-38.31
248949,10.366,-0.212,13.150,-0.100,0.018,0.062,-0.92,-38.24
249199,10.320,-0.176,13.150,-0.092,0.042,0.064,-0.77,-38.12
249449,10.322,-0.178,13.140,-0.084,0.062,0.062,-0.78,-38.15
249699,10.326,-0.204,13.166,-0.096,0.026,0.062,-0.89,-38.10
249949,10.304,-0.168,13.154,-0.098,0.044,0.078,-0.73,-38.07
250199,10.388,-0.206,13.130,-0.080,0.086,0.050,-0.90,-38.35
250449,10.304,-0.168,13.116,-0.080,0.048,0.062,-0.73,-38.15
250699,10.286,-0.170,13.174,-0.084,0.052,0.060,-0.74,-37.98
250949,10.336,-0.178,13.178,-0.084,0.056,0.062,-0.77,-38.11
251199,10.426,-0.212,13.146,-0.116,-0.006,0.054,-0.92,-38.41
251449,10.418,-0.238,13.184,-0.124,-0.056,0.054,-1.03,-38.31
251699,10.248,-0.152,13.180,-0.072,0.074,0.058,-0.66,-37.86
251949,10.330,-0.192,13.144,-0.092,0.024,0.074,-0.84,-38.16
252199,10.342,-0.186,13.144,-0.092,0.030,0.054,-0.81,-38.19
252449,10.248,-0.148,13.154,-0.100,0.010,0.058,-0.64,-37.92
252699,10.368,-0.210,13.164,-0.100,0.006,0.046,-0.91,-38.22
252949,10.392,-0.154,13.146,-0.104,-0.008,0.060,-0.67,-38.32
253199,10.318,-0.210,13.154,-0.084,0.058,0.058,-0.91,-38.11
253449,10.314,-0.184,13.182,-0.092,0.032,0.060,-0.80,-38.04
253699,10.336,-0.190,13.154,-0.098,0.000,0.060,-0.83,-38.16
253949,10.332,-0.188,13.180,-0.092,0.036,0.062,-0.82,-38.09
254199,10.302,-0.176,13.174,-0.094,0.030,0.062,-0.77,-38.02
254449,10.328,-0.182,13.196,-0.092,0.038,0.060,-0.79,-38.05
254699,10.330,-0.184,13.184,-0.092,0.040,0.062,-0.80,-38.08
254949,10.348,-0.168,13.146,-0.088,0.056,0.058,-0.73,-38.21
255199,10.312,-0.168,13.174,-0.094,0.036,0.054,-0.73,-38.05
255449,10.316,-0.208,13.178,-0.086,0.066,0.052,-0.90,-38.05
255699,10.336,-0.180,13.136,-0.094,0.028,0.064,-0.79,-38.19
255949,10.352,-0.228,13.166,-0.070,0.092,0.046,-0.99,-38.17
256199,10.312,-0.204,13.192,-0.096,0.028,0.060,-0.89,-38.01
256449,10.346,-0.198,13.190,-0.090,0.030,0.058,-0.86,-38.11
256699,10.336,-0.184,13.172,-0.080,0.058,0.064,-0.80,-38.12
256949,10.338,-0.212,13.178,-0.086,0.050,0.060,-0.92,-38.11
257199,10.302,-0.192,13.182,-0.098,0.022,0.060,-0.83,-38.01
257449,10.308,-0.196,13.170,-0.090,0.044,0.070,-0.85,-38.05
257699,10.318,-0.152,13.180,-0.092,0.042,0.052,-0.66,-38.05
257949,10.310,-0.206,13.170,-0.098,0.022,0.066,-0.90,-38.05
258199,10.328,-0.166,13.174,-0.092,0.030,0.060,-0.72,-38.09
258449,10.332,-0.184,13.174,-0.092,0.028,0.066,-0.80,-38.10
258699,10.392,-0.248,12.998,-0.092,0.032,0.052,-1.09,-38.64
258949,10.296,-0.166,13.142,-0.096,-0.020,0.056,-0.72,-38.07
259199,10.336,-0.194,13.178,-0.076,0.082,0.054,-0.84,-38.11
259449,10.334,-0.174,13.146,-0.096,0.034,0.052,-0.76,-38.17
259699,10.338,-0.184,13.156,-0.090,0.058,0.060,-0.80,-38.16
259949,10.332,-0.202,13.210,-0.108,-0.012,0.056,-0.88,-38.03
260199,10.342,-0.210,13.170,-0.080,0.060,0.056,-0.91,-38.14
260449,10.394,-0.132,13.208,-0.104,-0.022,0.052,-0.57,-38.20
260699,10.302,-0.218,13.150,-0.086,0.050,0.064,-0.95,-38.07
260949,10.290,-0.202,13.172,-0.062,0.136,0.054,-0.88,-37.99
261199,10.292,-0.178,13.172,-0.098,-0.004,0.060,-0.77,-38.00
261449,10.334,-0.208,13.164,-0.088,0.056,0.058,-0.91,-38.13
261699,10.322,-0.230,13.180,-0.084,0.064,0.062,-1.00,-38.06
261949,10.304,-0.086,13.204,-0.086,0.118,0.060,-0.37,-37.97
262199,10.404,-0.216,13.194,-0.078,0.044,0.058,-0.94,-38.25
262449,10.308,-0.228,13.232,-0.072,0.066,0.056,-0.99,-37.92
262699,10.316,-0.192,13.188,-0.076,0.070,0.058,-0.83,-38.03
262949,10.324,-0.202,13.156,-0.086,0.058,0.060,-0.88,-38.12
263199,10.330,-0.210,13.182,-0.088,0.032,0.060,-0.91,-38.08
263449,10.332,-0.174,13.168,-0.098,0.028,0.052,-0.76,-38.12
263699,10.334,-0.182,13.152,-0.090,0.042,0.060,-0.79,-38.16
263949,10.338,-0.154,13.178,-0.100,0.006,0.060,-0.67,-38.11
264199,10.326,-0.160,13.176,-0.084,0.052,0.060,-0.70,-38.08
264449,10.312,-0.174,13.210,-0.084,0.052,0.060,-0.75,-37.97
264699,10.320,-0.170,13.126,-0.074,0.120,0.056,-0.74,-38.17
264949,10.356,-0.158,13.178,-0.090,0.032,0.056,-0.69,-38.16
265199,10.300,-0.184,13.176,-0.092,0.038,0.058,-0.80,-38.01
265449,10.330,-0.160,13.170,-0.094,0.024,0.062,-0.70,-38.11
265699,10.330,-0.172,13.168,-0.088,0.038,0.058,-0.75,-38.11
265949,10.316,-0.214,13.178,-0.088,0.028,0.060,-0.93,-38.05
266199,10.292,-0.178,13.186,-0.092,0.042,0.068,-0.77,-37.97
266449,10.314,-0.180,13.180,-0.082,0.062,0.062,-0.78,-38.04
266699,10.296,-0.210,13.178,-0.088,0.054,0.060,-0.91,-38.00
266949,10.296,-0.156,13.170,-0.088,0.052,0.062,-0.68,-38.02
267199,10.326,-0.196,13.158,-0.094,0.030,0.062,-0.85,-38.12
267449,10.308,-0.164,13.162,-0.100,0.024,0.056,-0.71,-38.06
267699,10.324,-0.186,13.178,-0.096,0.008,0.058,-0.81,-38.07
267949,10.310,-0.196,13.174,-0.094,-0.016,0.062,-0.85,-38.04
268199,10.312,-0.204,13.178,-0.100,0.002,0.056,-0.89,-38.04
268449,10.332,-0.184,13.142,-0.112,-0.022,0.066,-0.80,-38.17
268699,10.302,-0.186,13.182,-0.102,-0.008,0.058,-0.81,-38.01
268949,10.322,-0.176,13.198,-0.096,0.018,0.060,-0.76,-38.03
269199,10.340,-0.166,13.166,-0.092,0.042,0.058,-0.72,-38.14
269449,10.298,-0.178,13.196,-0.090,0.024,0.056,-0.77,-37.97
269699,10.270,-0.158,13.162,-0.084,0.068,0.052,-0.69,-37.96
269949,10.370,-0.178,13.216,-0.082,0.056,0.054,-0.77,-38.12
270199,10.324,-0.194,13.160,-0.090,0.040,0.062,-0.84,-38.11
270449,10.294,-0.218,13.194,-0.096,0.034,0.056,-0.95,-37.96
270699,10.312,-0.184,13.176,-0.076,0.070,0.062,-0.80,-38.05
270949,10.314,-0.172,13.162,-0.088,0.040,0.060,-0.75,-38.08
271199,10.312,-0.184,13.200,-0.078,0.076,0.056,-0.80,-37.99
271449,10.314,-0.184,13.204,-0.082,0.044,0.062,-0.80,-37.99
271699,10.306,-0.174,13.202,-0.086,0.030,0.064,-0.76,-37.97
271949,10.330,-0.200,13.180,-0.096,0.032,0.058,-0.87,-38.08
272199,10.322,-0.184,13.188,-0.098,0.030,0.062,-0.80,-38.05
272449,10.330,-0.170,13.186,-0.094,0.036,0.058,-0.74,-38.07
272699,10.328,-0.182,13.188,-0.092,0.032,0.054,-0.79,-38.06
272949,10.338,-0.186,13.180,-0.096,0.056,0.058,-0.81,-38.11
273199,10.346,-0.148,13.206,-0.084,0.068,0.052,-0.64,-38.07
273449,10.398,-0.220,13.160,-0.094,0.040,0.056,-0.96,-38.31
273699,10.314,-0.186,13.200,-0.102,0.014,0.054,-0.81,-38.00
273949,10.286,-0.160,13.196,-0.092,0.022,0.062,-0.69,-37.93
274199,10.296,-0.190,13.200,-0.168,-0.172,0.068,-0.82,-37.95
274449,10.312,-0.184,13.202,-0.078,0.078,0.062,-0.80,-37.99
274699,10.278,-0.118,13.174,-0.072,0.102,0.058,-0.51,-37.96
274949,10.334,-0.216,13.228,-0.092,0.020,0.064,-0.94,-37.99
275199,10.320,-0.184,13.192,-0.092,0.034,0.064,-0.80,-38.03
275449,10.312,-0.186,13.172,-0.092,0.066,0.062,-0.81,-38.05
275699,10.330,-0.198,13.184,-0.108,0.004,0.052,-0.86,-38.08
275949,10.330,-0.162,13.186,-0.092,0.036,0.060,-0.70,-38.07
276199,10.392,-0.288,13.300,-0.204,-0.332,0.054,-1.24,-38.00
276449,10.292,-0.148,13.190,-0.098,0.026,0.068,-0.64,-37.96
276699,10.310,-0.150,13.164,-0.088,0.052,0.068,-0.65,-38.07
276949,10.272,-0.202,13.178,-0.110,-0.004,0.072,-0.88,-37.93
277199,10.290,-0.232,13.206,-0.130,-0.032,0.068,-1.01,-37.92
277449,10.316,-0.186,13.194,-0.080,0.034,0.052,-0.81,-38.02
277699,10.288,-0.202,13.160,-0.078,0.076,0.048,-0.88,-38.01
277949,10.302,-0.200,13.178,-0.084,0.052,0.060,-0.87,-38.01
278199,10.306,-0.166,13.180,-0.066,0.100,0.060,-0.72,-38.02
278449,10.696,-0.300,13.352,0.168,0.372,-0.096,-1.29,-38.69
278699,10.266,-0.176,13.180,-0.146,-0.148,0.058,-0.77,-37.91
278949,10.338,-0.188,13.204,-0.078,0.062,0.038,-0.82,-38.06
279199,10.298,-0.162,13.178,-0.086,0.048,0.056,-0.70,-38.00
279449,10.298,-0.202,13.190,-0.096,0.024,0.060,-0.88,-37.98
279699,10.320,-0.206,13.188,-0.094,0.022,0.058,-0.89,-38.04
279949,10.316,-0.186,13.176,-0.092,0.042,0.056,-0.81,-38.06
280199,10.314,-0.176,13.200,-0.082,0.078,0.056,-0.76,-38.00
280449,10.282,-0.174,13.132,-0.070,0.034,0.064,-0.76,-38.06
280699,10.342,-0.214,13.174,-0.096,0.018,0.054,-0.93,-38.13
280949,10.304,-0.186,13.206,-0.090,0.038,0.058,-0.81,-37.96
281199,10.314,-0.166,13.204,-0.098,0.032,0.064,-0.72,-37.99
281449,10.320,-0.184,13.220,-0.094,0.026,0.054,-0.80,-37.97
281699,10.324,-0.188,13.182,-0.094,0.024,0.056,-0.82,-38.06
281949,10.296,-0.200,13.178,-0.092,0.030,0.060,-0.87,-38.00
282199,10.308,-0.202,13.204,-0.086,0.038,0.060,-0.88,-37.97
282449,10.312,-0.202,13.188,-0.084,0.046,0.056,-0.88,-38.02
282699,10.326,-0.210,13.194,-0.096,0.018,0.056,-0.91,-38.04
282949,10.302,-0.174,13.174,-0.090,0.044,0.060,-0.76,-38.02
283199,10.300,-0.166,13.208,-0.090,0.052,0.060,-0.72,-37.95
283449,10.314,-0.194,13.192,-0.096,0.008,0.058,-0.84,-38.02
283699,10.324,-0.164,13.180,-0.098,0.024,0.054,-0.71,-38.07
283949,10.354,-0.220,13.208,-0.090,0.046,0.054,-0.95,-38.09
284199,10.308,-0.200,13.194,-0.074,0.084,0.058,-0.87,-38.00
284449,10.352,-0.240,13.184,-0.088,0.058,0.058,-1.04,-38.13
284699,10.326,-0.180,13.190,-0.094,0.026,0.064,-0.78,-38.05
284949,10.300,-0.206,13.204,-0.090,0.038,0.054,-0.89,-37.95
285199,10.312,-0.206,13.200,-0.096,0.026,0.064,-0.89,-37.99
285449,10.332,-0.174,13.182,-0.098,0.040,0.062,-0.76,-38.09
285699,10.318,-0.196,13.186,-0.086,0.046,0.068,-0.85,-38.04
285949,10.328,-0.176,13.184,-0.092,0.032,0.062,-0.76,-38.07
286199,10.312,-0.212,13.174,-0.094,0.028,0.060,-0.92,-38.05
286449,10.304,-0.182,13.196,-0.126,-0.076,0.058,-0.79,-37.98
286699,10.310,-0.198,13.176,-0.070,0.088,0.056,-0.86,-38.04
286949,10.318,-0.176,13.188,-0.082,0.050,0.056,-0.76,-38.04
287199,10.304,-0.196,13.184,-0.094,0.030,0.058,-0.85,-38.01
287449,10.316,-0.196,13.180,-0.092,0.036,0.064,-0.85,-38.05
287699,10.324,-0.154,13.170,-0.092,0.038,0.058,-0.67,-38.09
287949,10.314,-0.220,13.182,-0.086,0.046,0.060,-0.96,-38.04
288199,10.310,-0.180,13.194,-0.092,0.034,0.062,-0.78,-38.00
288449,10.318,-0.178,13.184,-0.090,0.050,0.064,-0.77,-38.04
288699,10.310,-0.184,13.172,-0.096,0.040,0.062,-0.80,-38.05
288949,10.316,-0.166,13.166,-0.094,0.034,0.058,-0.72,-38.08
289199,10.294,-0.186,13.184,-0.096,0.030,0.058,-0.81,-37.98
289449,10.330,-0.194,13.186,-0.082,0.066,0.056,-0.84,-38.07
289699,10.304,-0.164,13.192,-0.092,0.046,0.060,-0.71,-37.99
289949,10.304,-0.190,13.176,-0.090,0.038,0.062,-0.83,-38.02
290199,10.316,-0.186,13.176,-0.086,0.046,0.058,-0.81,-38.06
290449,10.310,-0.192,13.174,-0.092,0.034,0.058,-0.83,-38.04
290699,10.304,-0.194,13.162,-0.092,0.030,0.062,-0.84,-38.05
290949,10.320,-0.176,13.188,-0.082,0.038,0.058,-0.76,-38.04
291199,10.310,-0.194,13.180,-0.092,0.036,0.054,-0.84,-38.03
291449,10.306,-0.190,13.180,-0.092,0.036,0.058,-0.83,-38.02
291699,10.296,-0.174,13.184,-0.092,0.028,0.060,-0.76,-37.99
291949,10.300,-0.182,13.174,-0.090,0.040,0.064,-0.79,-38.02
292199,10.332,-0.158,13.172,-0.094,0.020,0.056,-0.69,-38.11
292449,10.322,-0.200,13.172,-0.084,0.058,0.062,-0.87,-38.08
292699,10.312,-0.208,13.182,-0.088,0.052,0.056,-0.90,-38.03
292949,10.306,-0.186,13.172,-0.094,0.036,0.054,-0.81,-38.04
293199,10.308,-0.178,13.174,-0.082,0.054,0.058,-0.77,-38.04
293449,10.294,-0.188,13.176,-0.088,0.046,0.062,-0.82,-38.00
293699,10.290,-0.182,13.188,-0.096,0.038,0.058,-0.79,-37.96
293949,10.324,-0.180,13.180,-0.094,0.034,0.060,-0.78,-38.07
294199,10.318,-0.190,13.182,-0.090,0.026,0.062,-0.83,-38.05
294449,10.300,-0.196,13.180,-0.088,0.040,0.062,-0.85,-38.00
294699,10.304,-0.172,13.196,-0.086,0.042,0.058,-0.75,-37.98
294949,10.312,-0.176,13.164,-0.088,0.042,0.058,-0.77,-38.07
295199,10.324,-0.184,13.172,-0.084,0.048,0.056,-0.80,-38.09
295449,10.314,-0.182,13.184,-0.094,0.050,0.066,-0.79,-38.03
295699,10.304,-0.194,13.186,-0.096,0.012,0.054,-0.84,-38.00
295949,10.322,-0.182,13.180,-0.106,-0.002,0.060,-0.79,-38.06
296199,10.326,-0.200,13.180,-0.088,0.054,0.060,-0.87,-38.07
296449,10.322,-0.220,13.184,-0.082,0.052,0.058,-0.96,-38.05
296699,10.312,-0.176,13.194,-0.088,0.038,0.062,-0.76,-38.01
296949,10.308,-0.200,13.184,-0.086,0.040,0.064,-0.87,-38.02
297199,10.310,-0.184,13.170,-0.096,0.024,0.052,-0.80,-38.05
297449,10.316,-0.172,13.194,-0.092,0.044,0.068,-0.75,-38.02
297699,10.294,-0.188,13.168,-0.090,0.032,0.060,-0.82,-38.01
297949,10.328,-0.170,13.174,-0.094,0.034,0.058,-0.74,-38.09
298199,10.290,-0.174,13.186,-0.078,0.058,0.068,-0.76,-37.97
298449,10.312,-0.166,13.178,-0.092,0.034,0.058,-0.72,-38.04
298699,10.302,-0.162,13.184,-0.088,0.048,0.066,-0.70,-38.00
298949,10.312,-0.184,13.190,-0.092,0.042,0.054,-0.80,-38.02
299199,10.304,-0.198,13.158,-0.084,0.044,0.062,-0.86,-38.06
299449,10.314,-0.206,13.250,-0.090,0.022,0.050,-0.89,-37.89
299699,10.320,-0.182,13.180,-0.096,0.032,0.056,-0.79,-38.06
299949,10.294,-0.196,13.188,-0.080,0.038,0.060,-0.85,-37.97
300199,10.324,-0.198,13.206,-0.092,0.040,0.050,-0.86,-38.01
300449,10.286,-0.154,13.208,-0.098,0.026,0.056,-0.67,-37.91
300699,10.292,-0.202,13.220,-0.082,0.022,0.060,-0.88,-37.90
300949,10.316,-0.184,13.192,-0.088,0.044,0.060,-0.80,-38.02
301199,10.312,-0.200,13.200,-0.086,0.054,0.062,-0.87,-37.99
301449,10.308,-0.176,13.194,-0.090,0.044,0.058,-0.76,-38.00
301699,10.310,-0.192,13.198,-0.088,0.046,0.058,-0.83,-37.99
301949,10.302,-0.182,13.168,-0.074,0.038,0.054,-0.79,-38.04
302199,10.236,-0.166,13.190,-0.078,0.064,0.052,-0.72,-37.81
302449,10.244,-0.134,13.180,-0.086,0.056,0.052,-0.58,-37.85
302699,10.318,-0.218,13.200,-0.094,0.032,0.056,-0.95,-38.01
302949,10.362,-0.190,13.208,-0.088,-0.006,0.064,-0.82,-38.11
303199,10.350,-0.222,13.190,-0.116,-0.024,0.064,-0.96,-38.12
303449,10.328,-0.124,13.216,-0.098,0.014,0.052,-0.54,-38.01
303699,10.304,-0.200,13.180,-0.084,0.062,0.058,-0.87,-38.01
303949,10.308,-0.128,13.194,-0.072,0.102,0.058,-0.56,-38.00
304199,10.294,-0.164,13.182,-0.092,0.042,0.052,-0.71,-37.98
304449,10.308,-0.196,13.212,-0.080,0.064,0.060,-0.85,-37.96
304699,10.238,-0.170,13.192,-0.072,0.064,0.062,-0.74,-37.81
304949,10.234,-0.256,13.196,-0.114,-0.024,0.068,-1.11,-37.79
305199,10.290,-0.152,13.186,-0.094,0.048,0.068,-0.66,-37.97
305449,10.276,-0.214,13.176,-0.082,0.046,0.060,-0.93,-37.95
305699,10.336,-0.188,13.196,-0.094,0.020,0.062,-0.82,-38.07
305949,10.294,-0.206,13.184,-0.094,0.030,0.058,-0.90,-37.98
306199,10.334,-0.182,13.178,-0.068,0.042,0.046,-0.79,-38.10
306449,10.320,-0.212,13.166,-0.088,0.052,0.062,-0.92,-38.09
306699,10.274,-0.202,13.202,-0.082,0.038,0.058,-0.88,-37.89
306949,10.308,-0.182,13.206,-0.094,0.028,0.060,-0.79,-37.97
307199,10.304,-0.180,13.170,-0.100,0.016,0.054,-0.78,-38.04
307449,10.312,-0.192,13.166,-0.088,0.058,0.060,-0.84,-38.07
307699,10.302,-0.182,13.192,-0.096,0.032,0.060,-0.79,-37.98
307949,10.314,-0.188,13.168,-0.092,0.048,0.066,-0.82,-38.07
308199,10.300,-0.198,13.190,-0.082,0.050,0.056,-0.86,-37.98
308449,10.308,-0.152,13.172,-0.090,0.028,0.056,-0.66,-38.04
308699,10.306,-0.216,13.194,-0.094,0.028,0.060,-0.94,-37.99
308949,10.306,-0.176,13.166,-0.066,0.112,0.048,-0.77,-38.05
309199,10.296,-0.188,13.184,-0.074,0.086,0.054,-0.82,-37.99
309449,10.286,-0.144,13.180,-0.068,0.090,0.052,-0.63,-37.97
309699,10.284,-0.168,13.156,-0.092,0.054,0.064,-0.73,-38.01
309949,10.312,-0.188,13.160,-0.082,0.072,0.054,-0.82,-38.08
310199,10.308,-0.174,13.138,-0.104,0.002,0.058,-0.76,-38.12
310449,10.252,-0.136,13.166,-0.130,-0.098,0.066,-0.59,-37.91
310699,10.342,-0.220,13.174,-0.102,0.002,0.050,-0.96,-38.13
310949,10.262,-0.148,13.174,-0.054,0.138,0.062,-0.64,-37.92
311199,10.322,-0.202,13.230,-0.122,-0.116,0.058,-0.87,-37.96
311449,10.368,-0.164,13.178,-0.146,-0.110,0.066,-0.71,-38.19
311699,10.376,-0.172,13.154,-0.110,0.010,0.048,-0.75,-38.26
311949,10.258,-0.170,13.122,-0.108,-0.016,0.070,-0.74,-38.01
312199,10.296,-0.172,13.280,-0.078,0.076,0.052,-0.74,-37.78
312449,10.342,-0.176,13.172,-0.084,-0.008,0.068,-0.77,-38.13
312699,10.286,-0.172,13.172,-0.080,0.058,0.058,-0.75,-37.98
312949,10.312,-0.182,13.198,-0.110,-0.012,0.066,-0.79,-38.00
313199,10.246,-0.160,13.216,-0.014,0.150,0.048,-0.69,-37.78
313449,10.082,-0.102,12.962,-0.136,0.018,0.072,-0.45,-37.88
313699,10.300,-0.146,13.192,-0.068,0.096,0.058,-0.63,-37.98
313949,10.170,-0.122,13.064,-0.106,0.064,0.086,-0.54,-37.90
314199,10.292,-0.186,13.156,-0.092,0.038,0.064,-0.81,-38.03
314449,10.326,-0.190,13.180,-0.120,-0.058,0.064,-0.83,-38.07
314699,10.382,-0.170,13.246,-0.050,0.044,0.046,-0.74,-38.09
314949,10.206,-0.136,13.198,-0.112,-0.026,0.072,-0.59,-37.71
315199,10.280,-0.198,13.196,-0.052,0.158,0.062,-0.86,-37.92
315449,10.316,-0.178,13.194,-0.094,0.028,0.058,-0.77,-38.02
315699,10.284,-0.184,13.186,-0.066,0.070,0.060,-0.80,-37.95
315949,10.396,-0.170,13.222,-0.124,-0.082,0.072,-0.74,-38.17
316199,10.306,-0.176,13.180,-0.072,0.104,0.058,-0.77,-38.02
316449,10.294,-0.150,13.200,-0.076,0.062,0.058,-0.65,-37.95
316699,10.254,-0.164,13.166,-0.092,0.048,0.062,-0.71,-37.91
316949,10.320,-0.146,13.150,-0.104,0.020,0.068,-0.64,-38.12
317199,10.320,-0.176,13.162,-0.056,0.160,0.050,-0.77,-38.10
317449,10.284,-0.160,13.184,-0.090,0.028,0.050,-0.70,-37.95
317699,10.380,-0.234,13.264,-0.132,-0.166,0.058,-1.01,-38.04
317949,10.288,-0.180,13.212,-0.112,-0.002,0.070,-0.78,-37.90
318199,10.326,-0.228,13.212,-0.096,-0.002,0.056,-0.99,-38.01
318449,10.318,-0.208,13.200,-0.106,0.004,0.060,-0.90,-38.01
318699,10.424,-0.234,13.146,-0.106,-0.048,0.058,-1.02,-38.41
318949,10.138,-0.054,13.294,-0.130,-0.102,0.084,-0.23,-37.33
319199,10.296,-0.154,13.112,-0.100,-0.114,0.056,-0.67,-38.14
319449,10.156,-0.080,13.220,-0.072,0.010,0.056,-0.35,-37.53
319699,10.292,-0.204,13.170,-0.110,-0.016,0.070,-0.89,-38.00
319949,10.370,-0.188,13.216,-0.156,-0.122,0.060,-0.81,-38.12
320199,10.310,-0.152,13.210,-0.116,-0.012,0.066,-0.66,-37.97
320449,10.180,-0.100,13.114,-0.100,-0.064,0.072,-0.44,-37.82
320699,10.314,-0.176,13.224,-0.012,0.262,0.050,-0.76,-37.95
320949,10.284,-0.194,13.188,-0.022,0.220,0.046,-0.84,-37.94
321199,10.454,-0.188,13.320,-0.026,0.148,0.020,-0.81,-38.12
321449,10.288,-0.192,13.194,-0.104,0.004,0.066,-0.83,-37.94
321699,10.316,-0.132,13.208,-0.086,0.056,0.060,-0.57,-37.99
321949,10.312,-0.204,13.162,-0.082,0.054,0.058,-0.89,-38.07
322199,10.286,-0.178,13.204,-0.086,0.054,0.054,-0.77,-37.92
322449,10.300,-0.164,13.206,-0.090,0.048,0.052,-0.71,-37.95
322699,10.314,-0.170,13.190,-0.088,0.062,0.058,-0.74,-38.02
322949,10.496,-0.196,13.234,-0.112,-0.028,0.058,-0.85,-38.42
323199,10.276,-0.166,13.208,-0.072,0.092,0.060,-0.72,-37.88
323449,10.308,-0.132,13.196,-0.070,0.082,0.058,-0.57,-37.99
323699,10.350,-0.214,13.152,-0.058,0.116,0.050,-0.93,-38.20
323949,10.272,-0.134,13.154,-0.070,0.106,0.062,-0.58,-37.98
324199,10.276,-0.112,13.188,-0.096,0.030,0.066,-0.49,-37.92
324449,10.282,-0.218,13.202,-0.090,0.028,0.064,-0.95,-37.91
324699,10.294,-0.184,13.218,-0.094,0.014,0.066,-0.80,-37.91
324949,10.298,-0.180,13.186,-0.074,0.076,0.058,-0.78,-37.99
325199,10.280,-0.164,13.212,-0.082,0.060,0.056,-0.71,-37.88
325449,10.310,-0.190,13.186,-0.094,0.038,0.058,-0.83,-38.02
325699,10.340,-0.128,13.174,-0.082,0.034,0.066,-0.56,-38.13
325949,10.292,-0.120,13.204,-0.092,0.028,0.064,-0.52,-37.93
326199,10.318,-0.172,13.188,-0.080,0.068,0.058,-0.75,-38.04
326449,10.300,-0.154,13.196,-0.088,0.046,0.056,-0.67,-37.97
326699,10.284,-0.240,13.202,-0.084,0.052,0.062,-1.04,-37.91
326949,10.302,-0.204,13.200,-0.090,0.034,0.060,-0.89,-37.97
327199,10.292,-0.190,13.222,-0.094,0.028,0.054,-0.82,-37.89
327449,10.294,-0.154,13.174,-0.092,0.040,0.052,-0.67,-38.00
327699,10.304,-0.150,13.192,-0.090,0.040,0.060,-0.65,-37.99
327949,10.318,-0.180,13.184,-0.084,0.018,0.054,-0.78,-38.04
328199,10.318,-0.158,13.230,-0.084,0.038,0.062,-0.68,-37.95
328449,10.296,-0.182,13.198,-0.088,0.032,0.058,-0.79,-37.96
328699,10.290,-0.188,13.188,-0.088,0.042,0.058,-0.82,-37.96
328949,10.300,-0.178,13.186,-0.094,0.034,0.060,-0.77,-37.99
329199,10.324,-0.178,13.186,-0.096,0.008,0.060,-0.77,-38.06
329449,10.298,-0.168,13.190,-0.098,0.014,0.058,-0.73,-37.98
329699,10.302,-0.186,13.180,-0.092,0.038,0.054,-0.81,-38.01
